Name,Review,Star,Helpful,Problem
Novanti,"Pesanan telah diterima dg sangat baik. Proses pengiriman agak lama. Untuk barang, kondisi baik. Tapi kurang melindungi. Tempat memasukan kartu justru bisa bikin goresan di backdoor.",5,0,gada
Muhammad,puasss.. seller ramah.....,5,0,gada
Rani,pesen buat iphone 6 malah di kirim iphone 6s plus â˜¹ï¸â˜¹ï¸,3,0,gada
C***y,Good quality,5,0,gada
Lia,bagus barangnya,5,0,gada
Febriana,Saya belum terima paketnya!,1,1,gada
Yocky,Pengiriman cepat. Kualitas bagus. Sekiga awet.,5,0,gada
Ryan,pas cepat,5,0,gada
Ping,Asal kirim produk,1,4,gada
Muhammad,"Mantap, cepet sampe, barang bagus !!",5,0,gada
M,Bagus banget,5,0,gada
N***i,Bagus sesuai dengan gambar dan casenya fit banget di iphone 6,4,0,gada
S***n,Terima kasih barangnya sudah di terima dengan baik dan sesuai pesanan,5,0,gada
Ramadhanu,Barang bagus ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»,5,0,gada
P***a,"Dikira akan kirim hari Senin, ternyata di hari Minggu tetap ada pengiriman. Product memuaskan!",5,0,gada
J***n,Casingnya oke dan ga cepet kuning,5,0,gada
I***n,Yg diminta apa yg dikasih apa,1,2,gada
G***y,"barang sampai under 24 hours! gokil sih... pdhal pake ongkir yg paling murah, ini orderan kedua.. sama kualitas nya dengan sblmnya, mantab, pertahankan",5,0,gada
Grha,"Mantap, barang bagus meskipun murah",5,0,gada
D***u,gada,5,0,gada
Suwarni,"Sip deh, tdk mengecewakan, tmksh",5,0,gada
Rei,permium abis,5,0,gada
s***r,"Ada Harga, Ada Kualitas. tapi sayang banget, bahannya gak anticrack yang keras, tapi bahannya kaya casing yang lentur",5,0,gada
a***c,dr pengemasan sampai pengiriman lumayan lama.,3,0,gada
Bella,Beli 2 dikirim 1. Sudah di chat untuk dikirim kekurangan nya kayanya mau di refund. Sudah saya kasih nomor rekeningnya tapi sampe berjam jam ga ada respon apa apa... tadinya mau langganan disini tp karena servicenya kurang jd ga akan beli lg deh disini...,3,2,gada
Azam,Pesen dua bayarnya 2 di kirim 1,3,1,gada
A***t,"Bagus si, serasa pake hp baru lg",5,0,gada
E***a,p,5,1,gada
Ericka,Fast respon dan barang sesuai dengan kriteria n gambar,5,0,gada
Devy,-,2,0,gada
H***I,gada,5,0,gada
Rega,"Ternyata bolong ya blkngnya, bisa naro kartu tapi bakal ngegores body hp",3,1,gada
E***n,kartu jadi agak melengkung di ujungnya..,4,0,gada
J***a,Pesanan sesuai deskripsi,5,0,gada
NIA,cakeeebbbb,5,0,gada
Guntur,Sip,5,0,gada
A***m,Barang manthullll booossss. Harga murah tapi bukan murahaaan gaaayyysssss,5,0,gada
Lucky,"Ternyata case nya yg di beri sobekan utk kartu, spt kantong doraemon",5,0,gada
Ratnawati,"Respon cepat, kirim cepat, barang sesuai deskripsi.",5,0,gada
B***u,Barang cepat sampai. Qualitas sesuai expectasi.,5,0,gada
Rahajeng,Mantabss,5,0,gada
Z***a,"thankyou, bagus sesuai ekspektasiğŸ¥°",5,0,gada
Rifaldi,yey pengiriman cepat dan sesuai deskripsi saya suka ğŸ‘ğŸ™ğŸ¼,5,0,gada
Ivan,Cepat pengirimannya mantap deh,5,0,gada
Yuda,"Real pict, sampe destination juga cepet gak sampe 24 jam. Thanks seller",5,0,gada
Don,Biasa aja si,4,0,gada
B***s,"case pas,mantab",5,0,gada
A***i,"Barang real pict,puas banget.sesuai diskripsi",5,0,gada
Anwar,Kereeen gan..sesuai dengan pesanan..terima kasih gan..pengiriman cepat..admin Responnya mantaab,5,0,gada
Azhar,keren bat...,5,0,gada
Eva,Sudah langganan disini.. barangnya berkualitas dan pengirimannya juga cepat serta adminnya ramah dan fast respon,5,0,gada
AL,mantap,5,0,gada
Arif,"Barang sesuai dengan deskripsi, suka banget~ Makasih banyak seller dan tokped :)",5,0,gada
Nadia,nangid bgt barang dateng harga diskon:(,4,0,gada
Muhammad,"Barangnya unexpected, pengiriman cepet, wah banget pokoknya",5,0,gada
I***e,Caseâ€™nya pas..kaya aku dan dia,5,0,gada
Donald,Mantab barang telah tiba tepat waktu kualitas barang luar biasa ciamiiiğŸ‘ğŸ‘ğŸ‘ğŸ‘,5,0,gada
Septian,Mantab bosqu sukses terus,5,0,gada
f***h,Good quality and good promo ğŸ¥°,5,0,gada
ADF,Puas banget,5,0,gada
Diyas,harga murah kualitas ga murahan,5,0,gada
G***y,"kualitas dan finishing halus untuk harga segini, bahannya juga nggak terlalu tipis yang gampang mleot gitu, bersaing sama yg harganya 3-5x lipat... baru dikirim malam dari jkt ga sampai siang udah diterima di tangerang, super banget pelayanannya...",5,0,gada
P***i,"penjual fast respon, recommended seller",5,0,gada
Amelia,Sesuai deskripsi dan pesanan. Harganya lebih murah dari toko sebelah. Pengemasan dan pengiriman lumayan cepat,5,0,gada
Idewira,"respon bagus n cepet, langsung kirim.. blm sempat coba karna barang ada di rumah, dari foto sih uda kliatan bagus bgt dgn harga segitu.. thanks",5,0,gada
mzakialfindo,kualitasnya bagus rekomended,5,0,gada
HERRY,"Barangnya sdh sampai namun ada kesalahan, tetapi penjual maubtanggung jawab dan respon dgn cepat, sukses ya",5,0,gada
H***y,"sudah diterima dengan baik, kualitas bagus. thx",5,0,gada
Vindy,Product bagus.. pengiriman cepat.. thank seller,5,0,gada
P***a,"Casenya engga mengecewakan, tapi saya pesan 5 case eh yg datang cuma 4 case, ya di refund sih kekurangan 1 case nya, tapi kan saya butuh barangnya :(",4,0,gada
rio,Fast respond,5,0,gada
S***y,Penjual ramah bangettt bahkan aku lupa cantumin keterangan tipe hp ttp ditanyain ga asal kirim gt aja Thnk u,5,0,gada
Sulastri,Dapet harga yg murah tapi barangnya bagus,5,0,gada
Piet,Casing sesuai deskripsi.,5,0,gada
G***a,Jadi cakep.... Murah meriah mewah mantaps,5,0,gada
Intan,gada,5,0,gada
Fauzi,Mantap jiwa,5,0,gada
babyearthclothing,ini juga ngga abal2! murah tp ga abal gitu lohhh bagusss,5,0,gada
W***y,barang telah diterima dgn baik,5,0,gada
Fazmy,udh di bilang buat ip 7 plus malah 5 plus yang dateng,1,3,gada
vincent,"Cocok dng iPhone 7 Plus saya, jadi kelihatan baru hp nya",5,1,gada
Ade,Kualitas barang bagus dan sesuai ekspektasi. Pokoknya PUAS ğŸ‘ğŸ¼ğŸ‘ğŸ¼ğŸ‘ğŸ¼,5,0,gada
Meris,cpt. n rapi,5,0,gada
M***d,mantuuuul,5,0,gada
Minar,Pengiriman sesuai. Barang juga baru dan ternyata case nya tuh bagus bgt gada goresan sedikitpun. Mulussssss bgt ! Puas & murah disini fix beli lagi next time!,5,0,gada
Y***i,"Sudah diterima dgn baik, makasih",5,0,gada
Stevanus,Murah tapi keren,5,0,gada
David,Ya not bad la. Brg nya lumayan tebal Cman x ini agak lama ya pakai anter aja.,3,0,gada
r***i,Pesen 2 tetapi dikirim 1. Barang kekurangan tidak dikirim tetapi hanya refund saja padahal jualan nya masih jalan terus.,4,0,gada
Candra,produk sesuai deskripsi,3,0,gada
Farah,Barang oke. Bahannya bagus. Memuaskan.,5,0,gada
A***s,Cukup ok Untuk Harga 15K. Saat masukan Kartu kedalam maka kartu akan bersentuhan langsung dengan body HP karena tidak ada penyekat.,5,0,gada
N***i,"Thank you, cepet dateng nya",5,0,gada
Iis,Terimakasih,5,0,gada
Sonny,Muantapz semuanya.,5,0,gada
Liauw,Biar bintang bicara di langit yang syahdu ini...TOP ABIEZ,5,0,gada
Agil,,5,0,gada
Banyudwi,Barang yg dipesan 2 buah yg datang cuma 1,2,1,gada
Maria,Sukkkkaaaaaa,5,0,gada
Triyo,Mantap lah,5,0,gada
A***i,Tebel Bagus Rapih Ga licin Seller jug rmah dn mantap pengirimnny,5,0,gada
Kania,Bagusssss,5,0,gada
Shawn,"Memuaskan, kwalitas bagus. Pas bgt sama hp nya",5,0,gada
diva,ğŸ‘ğŸ‘ğŸ‘,5,0,gada
Nabila,Bagusssss,5,0,gada
Dedy,"Case nya keren banget, kokoh dan ada tempat naro kartu flazz atau emoney",5,1,gada
E***n,"Bagus dan elegan, harga murah",5,0,gada
Naryo,Matap ada anti slip,5,0,gada
E***n,"Oke, sesuai harga.",5,0,gada
Muhammad,Pengiriman cepat,5,0,gada
Lamoda,bahan tipis oke bening bersih,5,0,gada
E***n,Bahan ga keras.. nyaman bngt,5,0,gada
S***o,Barang bagus,5,0,gada
WIENDY,bagus sekali,5,0,gada
April,Casing sangat baik dan berguna banget ga abal2 pokoknya. Respon dan pengiriman pun baik. Terima kasih. Makin sukses!,5,0,gada
Ahmad,"Bismillahirohmanirohim assalamualaikum warrohmatullohi wa barokatu terima kasih untuk seller yang baik hati, perkenankan saya menyampaikan sedikit review sebagaimana saya telah mencoba, memeriksa meneliti , hingga menimbang dengan berbagai aspek-aspek kehidupan hingga jatuhlah pilihan saya untuk berbelanja di toko ini,semula saya sedikit ragu, tapi saya percayakan Alloh mengatur semua apa yang terjadi, takdir jodoh dan rejeki dari awal pengiriman, toko ini bekerja dengan cukup memuaskan,walaupun saya tidak bisa melihat senyum, bahkan tidak bisa melihat yang mengemas ini pria atau wanita, karna berbelanja online, tapi dari segi kemasannya cukup rapi dan terlindungi, bahkan penulisan alamat pun tidak kurang satu huruf pun yang bermasalah hanya di kurir, kadang kurir di tempat saya perjalanannya cukup jauh dari lokasi saya, skitar 7km, itu yang membuat barang sedikit terlambat, karna banyak yang harus di antar, sedangkan kurirnya memakai motor dan slot bagasi terbatas, jadi harus menunggu ke esokan harinya walaupun barang sudah sampai di cabang tapi , begitu tiba di sini, kurirnya saya sambut dengan karpet merah, dengan berbunga2 saya menerima paketnya perlahan lahan saya buka bungkusnya agar tidak lecet capek juga, bungkusnya berlapis-lapis, kalah-kalah pengamanan presiden, akhirnya kebuka juga , masih tersegel rapi dan kinclong, serta tidak lecet , penyok maupun ada bau kentut dari kurirnya saya coba, dan pakai setiap hari, memang mantap dan top markotop toko ini tak lupa saya pamer juga ke tetangga sebelah, paman, ponakan, ibu bapak kakek nenek ,om tante, adik , kakak, istri, mantan istri , mantan pacar, kucing, dan kucing tetangga, mereka jadi ngiri dan pengen juga kaya yang saya beli ini saya selalu berkata dalam hati, ini toko memang top, saya pasti akan belanja lagi di sini, sudah saya follow, bokmark dan wishlist produk2 dari toko ini buat inceran bulan depan pas gajian, oh ya denger2 gosip lambe turah, katanya syahroni dan girang niji belanja di sini walaupun kadang ada suka duka terhadap seller ini saat chat, tapi persoalan pribadi dan dendam hanya membawa kerugian bagi diri sendiri dan orang lain, jadi alangkah baiknya saya hanya memberi review yang baik saja bagi saya itu hanyalah asam manis pahit dan pedasnya kehidupan duniawi semoga juga bapak presiden belanja di sini dan di pakai pada saat press kompers di tipi sehingga jadi viral dan laris karena biasanya beliau sekali pakai produk, langsung di buru oleh netijen... sembari melepas penat, bertemankan sekotak kopi instan 200ml , aku pakai barang yang baru aja ku terima ini buat menemani kesendirianku kupandangi dari berbagai sudut, seperti aku cukup berbangga diri. karena barang ini berkualitas cukup baik dengan harga miring jika di bandingkan dengan toko . sesekali aku memeluknya sembari mengibas asap rokok yang berkepul memenuhi ruangan hampa mahluk hidup ini ini lah barang yang ku dambakan, ku impikan bak memimpikan seorang wanita dalam tidurku.. nanti juga insya alloh saya akan sarankan untuk belanja di sini pak putin, mas trump, mbak hilari , mas erdogan, om kim jong un, obama, sby, megawati, prabowow, bj habibi, kakek bush , kalo lagi papasan atau pas ketemu dan perlu juga di ketahui, sering saya browsing item2 di sini di newsfeed, nunggu update an terbaru, serasa nunggu pacar baru, bookmark dan liat saldo bank... menyedihkan emang, sisa saldo tidak mencukupi untuk melakukan pembelian ini.. ya mo gimana lagi... saldo tak sebanyak keinginan yang akan di beli.. :( terpaksa beli yang paling di butuhkan saja nunggu saya jadi peresiden dulu dah nanti saya borong belanja di sini jadi jangan bosen2 kalau nanti ada orderan dari saya lagi yang pasti saya akan belanja lagi di sini, insya Alloh mungkin banyak yang belum tau, saya bekerja sebagai programmer freelance, hanya demi memenuhi hawa nafsu belanja saya yang tidak tersalurkan di masa kecil kurang bahagia saya tapi sebelumnya saya mohon maaf karna telat kasih review, karna saya harus berfikir dulu kata kata yang tepat , cermat dan teliti agar tidak menyinggung seller yang baik hati ini selain itu saya juga kordinasikan dengan aparat setempat tentang penulisan kata2 yang baik agar dapat di terima oleh segala elemen masyarakat apalagi ini menyangkut kenegaraan, dan kebangsaan, karna saya takutnya sebuah saran dan review kinerja menjadi kritikan, akhirnya kita menjadi terpecah belah oleh kesalahan kalimat atau kata kehidupan ini terlalu berarti untuk di rusak oleh dendam. hindari perselisihan, dan jadikan itu adalah sebuah peringatan terhadap diri sendiri . karena sejatinya agama mengajarkan kita untuk mencintai sesama mahluk hidup dan menghormati benda mati.. jujur ini review walaupun memang lebay, tapi setidaknya dapat membuat pembaca tersenyum, penjual merasa terbantu karna ada review, itu artinya secara tidak langsung review lebay ini membantu seller toko ini dan semoga ini jadi pahala, walaupun hanya setitik, namun bermanfaat daripada saya tulis review hanya sekedar kata makasih.. dan tak lupa juga saya haturkan banyak terima kasih untuk tukang kemasnya, penerima order, serta juru kirim, dan juga pak rt pak rw, pak camat, lurah, bupati, gubernur, walikota, paspampres, mentri , maupun presiden, juru parkir, pilot , driver, petugas logistik dll yang telah memberikan kemudahan dalam berbelanja, dan tidak memberatkan para pengusaha online seperti ini karna ini semua berkat kerjasama dan keterlibatan mereka , dari awal hingga barang ini saya terima .. tanpa peran dari mereka, mungkin barang ini hanya akan menjadi bungkusan tak berguna di gudang penyimpanan .. kadang saya berfikir apakah mereka tahan banting, kerja siang malam , bekerja mencari nafkah , mengirimkan barang , kadang jatuh, rusak hilang dan mereka harus menanggung sendiri kerugian tersebut, di situ kadang saya merasa sedih belum di caci maki pelanggan yang tidak sabaran seperti jenis saya, telat 1 hari kena denda.. banyak hal yang saya fikirkan terhadap keadaan situasi dan kondisi perekonomian saat ini bahkan saham2 yang saya beli rontok ga jelas, walaupun gada hubungan sama toko ini maupun kurirnya tapi itu berimbas terhadap rutinitas belanjaan saya yang harus tersendat sendat yang biasa beli 3 jadi maruk belanja 10 item, padahal dalam kondisi terjepit untuk itu sekiranya bapak presiden baca review ini kalau lagi belanja sini, di mohon kiranya memberikan kemudahan dalam menghabiskan uang di toko ini. serta meningkatkan taraf hidup para kurir agar mereka sejahtera dan mampu beli rumah sendiri serta tidak memungkinkan untuk punya istri sendiri bagi yang jomblo sekian dari saya, semoga review singkat saya dapat memberi arti dari kehidupan di sini yang lain bagi para calon pembeli , serta dapat memberikan sisi positif dan dampak yang baik bagi kehidupan di negara kita ini Wabillahitaufik, Wassalamualaikum Warrohmatullahiwabarokatu",5,0,gada
Matiz,"I was order case of Iphone XS MAX, but I had received case of Iphone XS. wrong size... but, inspire of complant I should be return wrong case , first. I did't want responsiblity the cost of seding for return. because, It is more higher cost than buying rate. so, I gave up processing return.",1,6,gada
S***I,barang sesuai thx,5,0,gada
Daniswara,Barannya bagus bangett cm hari ini aja ada keterlambatan pengiriman (JNE) Jd telat 1 day lainya okay lahh,5,0,gada
Nuhindra,Brg cocok udah sampe,5,0,gada
Kurnia,"Multifungsi, skrg bs taro atm atau emoney dicase! Anti jatoh atau ketinggalan deh, yuhu",5,0,gada
N***a,"WAAAAA BAGUS BGTTT dan murah bgttt sesuai sama yang dipengen, yang lain mah mahal2 bgt!!! tp yg ini murah bgttt bahkan udh langsung dipake",5,0,gada
S***o,Sesuai harga,5,0,gada
G***s,Pengiriman cepat sekali dan barang aman,5,0,gada
Ilham,okelah barangnya.... berharap ada warna lain yg ready juga,4,0,gada
M***M,Pengiriman cepat. Kualitas produk bagus,5,0,gada
Dono,Mantap bagus delivwry cepat,5,0,gada
M***S,"Case lumayan tebal, barang sesuai gambar & deskripsi, harga so so, pengiriman cepat utk ke jakut (pagi ini pesan, bsk siang sampai), packing aman, seller cukup responsif. Utk iphone 7 & 7+ tombol volume, port charger, pocket kartu/polaroid dll pas bgt, mantap lah ğŸ‘ğŸ» Tapi yg utk iphone 7+ agak somplak dikit dekat port charger ğŸ˜¢ semoga next lebih okelah..",5,0,gada
F***a,"case nya bagus, packing rapih, pengiriman cepat",5,0,gada
S***i,Bagus. Tebal juga. Sesuai,5,0,gada
P***o,Respon seller baik. Barang menurut saya berkualitas nmn dengan harga yang ekonomis. Rekom bingitz.,5,0,gada
N***a,Fit banget sama hape dan pengiriman aman,5,0,gada
Krisnawan,Bagus,5,0,gada
A***f,"Cuma rada kurang presisi sih dilubang bagian flash nya,sisanya bagus, packing cukup bagus",4,0,gada
Raihanna,,5,0,gada
M***a,"Suka sama yang ini, useful bisa buat naruh kartu, simple pula,thank u Minn",5,0,gada
Agung,Mantabb barang ajib,5,0,gada
Paula,Bagus,5,0,gada
Nina,"So far so good, dr pesen 3 msh kurang kirim 1 item lg. Tp penjual udh tulis di kuitansi nya kl mau refund.",5,0,gada
M***a,"Baguss banget casenya, sesuai ekspektasi lah :)",5,0,gada
wulan,Yg ini bnr semua thx,5,0,gada
H***y,"Mana sisa casing sy ??? Masa bayar 3, dapet nya 1 ??? Holaaaaaa ????",1,3,gada
Maria,"Kirain hardcase ternyata soft case tp gpp. Dan bagus brgnya, disisi kanan & kiri ada grip handlenya jd gak licin.",5,1,gada
Muhammad,"Barangnya oke, penjual responsif tp pengirimannya msh kurang gan,. Semoga ke depannya bsa lbh cepat,. Tp tetep 5 bintang meluncur.",5,0,gada
